split_index,outer_seed,architecture,n_base_models,MAE,RMSE,R2,Pearson_r,Spearman_r,training_time,prediction_time
13,314,RF + XGBoost,2,0.12441287552656691,0.18034543295445812,0.8526746355229098,0.9239240102745663,0.9144644702100793,196.046888589859,0.0009999275207519531
13,314,RF + DNN,2,0.12221449073214902,0.19221570840454824,0.8326425770628356,0.9130139002067713,0.8970081615472502,205.86776614189148,0.0009999275207519531
13,314,ET + XGBoost,2,0.12556749183238314,0.18211075566379806,0.8497763120502855,0.9224309887800654,0.9141763834451242,262.8991370201111,0.0009999275207519531
13,314,ET + DNN,2,0.11965134016564422,0.18347406259490406,0.8475187015221384,0.9208609939131347,0.9121690692118887,272.71801471710205,0.0
13,314,XGBoost + DNN,2,0.1353034366205413,0.18973588986641887,0.8369329541104862,0.9156138197357184,0.9042644494372195,67.57217597961426,0.0010004043579101562
13,314,RF + ET + XGBoost,3,0.12382230840894429,0.1801703986455306,0.852960470092156,0.9240849849927703,0.9146388529008206,430.069376707077,0.0
13,314,RF + ET + DNN,3,0.1186091201024638,0.182941790246114,0.8484021381207926,0.9213656800248162,0.9113802471970306,439.8902544975281,0.0010001659393310547
13,314,RF + XGBoost + DNN,3,0.1245900499375304,0.18066795936265823,0.8521472164636833,0.9236266270813367,0.9139456953714789,234.74241518974304,0.0
13,314,ET + XGBoost + DNN,3,0.1257831485638978,0.18244223453306246,0.8492289385854332,0.9221196056269094,0.9137811524563907,301.5946638584137,0.0010001659393310547
13,314,RF + ET + XGBoost + DNN,4,0.12399941065115071,0.18045168351138638,0.8525009908359144,0.9238259548667324,0.9141758367909212,468.76490330696106,0.0
14,401,RF,1,0.12032962289213422,0.18498556911029787,0.8522119189797215,0.925560690014068,0.9300610421582918,166.93061017990112,0.0
14,401,ET,1,0.12013369738865118,0.18421545809571024,0.8534398668934824,0.9266299630134923,0.9331296863652999,236.18645763397217,0.0
14,401,XGBoost,1,0.13315802083790593,0.18734424866406305,0.8484191143703057,0.9235284350427801,0.921174629006225,29.67275381088257,0.0
14,401,DNN,1,0.4722881732736523,0.6906039529768212,-1.059784708765338,0.44938207667496743,0.5185795514646567,36.05103635787964,0.0
14,401,RF + ET,2,0.11646214662042273,0.18035705856948062,0.8595149864866882,0.9277098838796207,0.934378518233281,403.1170678138733,0.0
14,401,RF + XGBoost,2,0.11818589854018001,0.17420966071535193,0.8689285270883783,0.9325682021095901,0.935800912858138,196.6033639907837,0.0
14,401,RF + DNN,2,0.11861088237858163,0.18383664091101543,0.8540420141070043,0.9255492397683771,0.9312114762428466,202.98164653778076,0.0010023117065429688
14,401,ET + XGBoost,2,0.11867450993690903,0.17795174259528582,0.863237131776973,0.929492079383986,0.9336358882955913,265.85921144485474,0.0009999275207519531
14,401,ET + DNN,2,0.1174445259599039,0.18159617031070208,0.8575779997929591,0.9266771353373224,0.9336099222138537,272.2374939918518,0.0009996891021728516
14,401,XGBoost + DNN,2,0.1303390601499619,0.18485235507386427,0.8524246962047067,0.9234508792002233,0.9205733092186221,65.72523403167725,0.0014438629150390625
14,401,RF + ET + XGBoost,3,0.11709093327406213,0.17499821959534576,0.8677392532313359,0.9319390936508277,0.93608435313984,432.78982162475586,0.0009987354278564453
14,401,RF + ET + DNN,3,0.11636160244298487,0.18032199551412983,0.8595696043101363,0.9277852981531354,0.9341636830728008,439.16810417175293,0.0009999275207519531
14,401,RF + XGBoost + DNN,3,0.11810652854036725,0.17429348700524736,0.8688023586696831,0.9324277962283556,0.9346679717128589,232.65440034866333,0.0010004043579101562
14,401,ET + XGBoost + DNN,3,0.11870262738712563,0.17804564832648373,0.8630927532443137,0.9293395636535008,0.9326956428095211,301.9102478027344,0.0
14,401,RF + ET + XGBoost + DNN,4,0.11718517624873669,0.17511132677123362,0.8675682289313289,0.9317716512961818,0.9350571896117436,468.8408579826355,0.00099945068359375
15,512,RF,1,0.13647195317836205,0.21374677626585467,0.8113251342652253,0.904800102292636,0.9119543346758567,217.83417963981628,0.0
15,512,ET,1,0.1298256946362374,0.20511529492315803,0.8262555284813087,0.914994313724409,0.9243461705559857,305.3260576725006,0.0
15,512,XGBoost,1,0.13972373405328714,0.204379339841362,0.8275000844364272,0.9144733081081391,0.9183701443592117,40.763376235961914,0.0
15,512,DNN,1,0.4774764731226141,0.7283397368182356,-1.190700021647805,0.5075141308141227,0.5755084876983421,50.927520990371704,0.0
15,512,RF + ET,2,0.12856468144437014,0.20169878594908922,0.831995284672226,0.9140447305636434,0.9221316734719086,523.1602373123169,0.0009999275207519531
